XPOS	person	number	tense	mood	voice	gender	case	degree
GAP	_	_	_	_	_	_	_	_
PUNCT	_	_	_	_	_	_	_	_
adjective	_	SG	_	_	_	FEM	ACC	COMP
adjective	_	SG	_	_	_	FEM	ACC	SUP
adjective	_	SG	_	_	_	FEM	ACC	_
adjective	_	SG	_	_	_	FEM	DAT	COMP
adjective	_	SG	_	_	_	FEM	DAT	SUP
adjective	_	SG	_	_	_	FEM	DAT	_
adjective	_	SG	_	_	_	FEM	GEN	COMP
adjective	_	SG	_	_	_	FEM	GEN	SUP
adjective	_	SG	_	_	_	FEM	GEN	_
adjective	_	SG	_	_	_	FEM	NOM	COMP
adjective	_	SG	_	_	_	FEM	NOM	SUP
adjective	_	SG	_	_	_	FEM	NOM	_
adjective	_	SG	_	_	_	FEM	VOC	COMP
adjective	_	SG	_	_	_	FEM	VOC	SUP
adjective	_	SG	_	_	_	FEM	VOC	_
adjective	_	SG	_	_	_	MASC	ACC	COMP
adjective	_	SG	_	_	_	MASC	ACC	SUP
adjective	_	SG	_	_	_	MASC	ACC	_
adjective	_	SG	_	_	_	MASC	DAT	COMP
adjective	_	SG	_	_	_	MASC	DAT	SUP
adjective	_	SG	_	_	_	MASC	DAT	_
adjective	_	SG	_	_	_	MASC	GEN	COMP
adjective	_	SG	_	_	_	MASC	GEN	SUP
adjective	_	SG	_	_	_	MASC	GEN	_
adjective	_	SG	_	_	_	MASC	NOM	COMP
adjective	_	SG	_	_	_	MASC	NOM	SUP
adjective	_	SG	_	_	_	MASC	NOM	_
adjective	_	SG	_	_	_	MASC	VOC	COMP
adjective	_	SG	_	_	_	MASC	VOC	SUP
adjective	_	SG	_	_	_	MASC	VOC	_
adjective	_	SG	_	_	_	NEUT	ACC	COMP
adjective	_	SG	_	_	_	NEUT	ACC	SUP
adjective	_	SG	_	_	_	NEUT	ACC	_
adjective	_	SG	_	_	_	NEUT	DAT	COMP
adjective	_	SG	_	_	_	NEUT	DAT	SUP
adjective	_	SG	_	_	_	NEUT	DAT	_
adjective	_	SG	_	_	_	NEUT	GEN	COMP
adjective	_	SG	_	_	_	NEUT	GEN	SUP
adjective	_	SG	_	_	_	NEUT	GEN	_
adjective	_	SG	_	_	_	NEUT	NOM	COMP
adjective	_	SG	_	_	_	NEUT	NOM	SUP
adjective	_	SG	_	_	_	NEUT	NOM	_
adjective	_	SG	_	_	_	NEUT	VOC	COMP
adjective	_	SG	_	_	_	NEUT	VOC	SUP
adjective	_	SG	_	_	_	NEUT	VOC	_
adjective	_	SG	_	_	_	NONE	ACC	COMP
adjective	_	SG	_	_	_	NONE	ACC	SUP
adjective	_	SG	_	_	_	NONE	ACC	_
adjective	_	SG	_	_	_	NONE	DAT	COMP
adjective	_	SG	_	_	_	NONE	DAT	SUP
adjective	_	SG	_	_	_	NONE	DAT	_
adjective	_	SG	_	_	_	NONE	GEN	COMP
adjective	_	SG	_	_	_	NONE	GEN	SUP
adjective	_	SG	_	_	_	NONE	GEN	_
adjective	_	SG	_	_	_	NONE	NOM	COMP
adjective	_	SG	_	_	_	NONE	NOM	SUP
adjective	_	SG	_	_	_	NONE	NOM	_
adjective	_	SG	_	_	_	NONE	VOC	COMP
adjective	_	SG	_	_	_	NONE	VOC	SUP
adjective	_	SG	_	_	_	NONE	VOC	_
adjective	_	PL	_	_	_	FEM	ACC	COMP
adjective	_	PL	_	_	_	FEM	ACC	SUP
adjective	_	PL	_	_	_	FEM	ACC	_
adjective	_	PL	_	_	_	FEM	DAT	COMP
adjective	_	PL	_	_	_	FEM	DAT	SUP
adjective	_	PL	_	_	_	FEM	DAT	_
adjective	_	PL	_	_	_	FEM	GEN	COMP
adjective	_	PL	_	_	_	FEM	GEN	SUP
adjective	_	PL	_	_	_	FEM	GEN	_
adjective	_	PL	_	_	_	FEM	NOM	COMP
adjective	_	PL	_	_	_	FEM	NOM	SUP
adjective	_	PL	_	_	_	FEM	NOM	_
adjective	_	PL	_	_	_	FEM	VOC	COMP
adjective	_	PL	_	_	_	FEM	VOC	SUP
adjective	_	PL	_	_	_	FEM	VOC	_
adjective	_	PL	_	_	_	MASC	ACC	COMP
adjective	_	PL	_	_	_	MASC	ACC	SUP
adjective	_	PL	_	_	_	MASC	ACC	_
adjective	_	PL	_	_	_	MASC	DAT	COMP
adjective	_	PL	_	_	_	MASC	DAT	SUP
adjective	_	PL	_	_	_	MASC	DAT	_
adjective	_	PL	_	_	_	MASC	GEN	COMP
adjective	_	PL	_	_	_	MASC	GEN	SUP
adjective	_	PL	_	_	_	MASC	GEN	_
adjective	_	PL	_	_	_	MASC	NOM	COMP
adjective	_	PL	_	_	_	MASC	NOM	SUP
adjective	_	PL	_	_	_	MASC	NOM	_
adjective	_	PL	_	_	_	MASC	VOC	COMP
adjective	_	PL	_	_	_	MASC	VOC	SUP
adjective	_	PL	_	_	_	MASC	VOC	_
adjective	_	PL	_	_	_	NEUT	ACC	COMP
adjective	_	PL	_	_	_	NEUT	ACC	SUP
adjective	_	PL	_	_	_	NEUT	ACC	_
adjective	_	PL	_	_	_	NEUT	DAT	COMP
adjective	_	PL	_	_	_	NEUT	DAT	SUP
adjective	_	PL	_	_	_	NEUT	DAT	_
adjective	_	PL	_	_	_	NEUT	GEN	COMP
adjective	_	PL	_	_	_	NEUT	GEN	SUP
adjective	_	PL	_	_	_	NEUT	GEN	_
adjective	_	PL	_	_	_	NEUT	NOM	COMP
adjective	_	PL	_	_	_	NEUT	NOM	SUP
adjective	_	PL	_	_	_	NEUT	NOM	_
adjective	_	PL	_	_	_	NEUT	VOC	COMP
adjective	_	PL	_	_	_	NEUT	VOC	SUP
adjective	_	PL	_	_	_	NEUT	VOC	_
adjective	_	PL	_	_	_	NONE	ACC	COMP
adjective	_	PL	_	_	_	NONE	ACC	SUP
adjective	_	PL	_	_	_	NONE	ACC	_
adjective	_	PL	_	_	_	NONE	DAT	COMP
adjective	_	PL	_	_	_	NONE	DAT	SUP
adjective	_	PL	_	_	_	NONE	DAT	_
adjective	_	PL	_	_	_	NONE	GEN	COMP
adjective	_	PL	_	_	_	NONE	GEN	SUP
adjective	_	PL	_	_	_	NONE	GEN	_
adjective	_	PL	_	_	_	NONE	NOM	COMP
adjective	_	PL	_	_	_	NONE	NOM	SUP
adjective	_	PL	_	_	_	NONE	NOM	_
adjective	_	PL	_	_	_	NONE	VOC	COMP
adjective	_	PL	_	_	_	NONE	VOC	SUP
adjective	_	PL	_	_	_	NONE	VOC	_
adjective	_	DUAL	_	_	_	FEM	ACC	COMP
adjective	_	DUAL	_	_	_	FEM	ACC	SUP
adjective	_	DUAL	_	_	_	FEM	ACC	_
adjective	_	DUAL	_	_	_	FEM	DAT	COMP
adjective	_	DUAL	_	_	_	FEM	DAT	SUP
adjective	_	DUAL	_	_	_	FEM	DAT	_
adjective	_	DUAL	_	_	_	FEM	GEN	COMP
adjective	_	DUAL	_	_	_	FEM	GEN	SUP
adjective	_	DUAL	_	_	_	FEM	GEN	_
adjective	_	DUAL	_	_	_	FEM	NOM	COMP
adjective	_	DUAL	_	_	_	FEM	NOM	SUP
adjective	_	DUAL	_	_	_	FEM	NOM	_
adjective	_	DUAL	_	_	_	FEM	VOC	COMP
adjective	_	DUAL	_	_	_	FEM	VOC	SUP
adjective	_	DUAL	_	_	_	FEM	VOC	_
adjective	_	DUAL	_	_	_	MASC	ACC	COMP
adjective	_	DUAL	_	_	_	MASC	ACC	SUP
adjective	_	DUAL	_	_	_	MASC	ACC	_
adjective	_	DUAL	_	_	_	MASC	DAT	COMP
adjective	_	DUAL	_	_	_	MASC	DAT	SUP
adjective	_	DUAL	_	_	_	MASC	DAT	_
adjective	_	DUAL	_	_	_	MASC	GEN	COMP
adjective	_	DUAL	_	_	_	MASC	GEN	SUP
adjective	_	DUAL	_	_	_	MASC	GEN	_
adjective	_	DUAL	_	_	_	MASC	NOM	COMP
adjective	_	DUAL	_	_	_	MASC	NOM	SUP
adjective	_	DUAL	_	_	_	MASC	NOM	_
adjective	_	DUAL	_	_	_	MASC	VOC	COMP
adjective	_	DUAL	_	_	_	MASC	VOC	SUP
adjective	_	DUAL	_	_	_	MASC	VOC	_
adjective	_	DUAL	_	_	_	NEUT	ACC	COMP
adjective	_	DUAL	_	_	_	NEUT	ACC	SUP
adjective	_	DUAL	_	_	_	NEUT	ACC	_
adjective	_	DUAL	_	_	_	NEUT	DAT	COMP
adjective	_	DUAL	_	_	_	NEUT	DAT	SUP
adjective	_	DUAL	_	_	_	NEUT	DAT	_
adjective	_	DUAL	_	_	_	NEUT	GEN	COMP
adjective	_	DUAL	_	_	_	NEUT	GEN	SUP
adjective	_	DUAL	_	_	_	NEUT	GEN	_
adjective	_	DUAL	_	_	_	NEUT	NOM	COMP
adjective	_	DUAL	_	_	_	NEUT	NOM	SUP
adjective	_	DUAL	_	_	_	NEUT	NOM	_
adjective	_	DUAL	_	_	_	NEUT	VOC	COMP
adjective	_	DUAL	_	_	_	NEUT	VOC	SUP
adjective	_	DUAL	_	_	_	NEUT	VOC	_
adjective	_	DUAL	_	_	_	NONE	ACC	COMP
adjective	_	DUAL	_	_	_	NONE	ACC	SUP
adjective	_	DUAL	_	_	_	NONE	ACC	_
adjective	_	DUAL	_	_	_	NONE	DAT	COMP
adjective	_	DUAL	_	_	_	NONE	DAT	SUP
adjective	_	DUAL	_	_	_	NONE	DAT	_
adjective	_	DUAL	_	_	_	NONE	GEN	COMP
adjective	_	DUAL	_	_	_	NONE	GEN	SUP
adjective	_	DUAL	_	_	_	NONE	GEN	_
adjective	_	DUAL	_	_	_	NONE	NOM	COMP
adjective	_	DUAL	_	_	_	NONE	NOM	SUP
adjective	_	DUAL	_	_	_	NONE	NOM	_
adjective	_	DUAL	_	_	_	NONE	VOC	COMP
adjective	_	DUAL	_	_	_	NONE	VOC	SUP
adjective	_	DUAL	_	_	_	NONE	VOC	_
adjective	_	NONE	_	_	_	FEM	ACC	COMP
adjective	_	NONE	_	_	_	FEM	ACC	SUP
adjective	_	NONE	_	_	_	FEM	ACC	_
adjective	_	NONE	_	_	_	FEM	DAT	COMP
adjective	_	NONE	_	_	_	FEM	DAT	SUP
adjective	_	NONE	_	_	_	FEM	DAT	_
adjective	_	NONE	_	_	_	FEM	GEN	COMP
adjective	_	NONE	_	_	_	FEM	GEN	SUP
adjective	_	NONE	_	_	_	FEM	GEN	_
adjective	_	NONE	_	_	_	FEM	NOM	COMP
adjective	_	NONE	_	_	_	FEM	NOM	SUP
adjective	_	NONE	_	_	_	FEM	NOM	_
adjective	_	NONE	_	_	_	FEM	VOC	COMP
adjective	_	NONE	_	_	_	FEM	VOC	SUP
adjective	_	NONE	_	_	_	FEM	VOC	_
adjective	_	NONE	_	_	_	MASC	ACC	COMP
adjective	_	NONE	_	_	_	MASC	ACC	SUP
adjective	_	NONE	_	_	_	MASC	ACC	_
adjective	_	NONE	_	_	_	MASC	DAT	COMP
adjective	_	NONE	_	_	_	MASC	DAT	SUP
adjective	_	NONE	_	_	_	MASC	DAT	_
adjective	_	NONE	_	_	_	MASC	GEN	COMP
adjective	_	NONE	_	_	_	MASC	GEN	SUP
adjective	_	NONE	_	_	_	MASC	GEN	_
adjective	_	NONE	_	_	_	MASC	NOM	COMP
adjective	_	NONE	_	_	_	MASC	NOM	SUP
adjective	_	NONE	_	_	_	MASC	NOM	_
adjective	_	NONE	_	_	_	MASC	VOC	COMP
adjective	_	NONE	_	_	_	MASC	VOC	SUP
adjective	_	NONE	_	_	_	MASC	VOC	_
adjective	_	NONE	_	_	_	NEUT	ACC	COMP
adjective	_	NONE	_	_	_	NEUT	ACC	SUP
adjective	_	NONE	_	_	_	NEUT	ACC	_
adjective	_	NONE	_	_	_	NEUT	DAT	COMP
adjective	_	NONE	_	_	_	NEUT	DAT	SUP
adjective	_	NONE	_	_	_	NEUT	DAT	_
adjective	_	NONE	_	_	_	NEUT	GEN	COMP
adjective	_	NONE	_	_	_	NEUT	GEN	SUP
adjective	_	NONE	_	_	_	NEUT	GEN	_
adjective	_	NONE	_	_	_	NEUT	NOM	COMP
adjective	_	NONE	_	_	_	NEUT	NOM	SUP
adjective	_	NONE	_	_	_	NEUT	NOM	_
adjective	_	NONE	_	_	_	NEUT	VOC	COMP
adjective	_	NONE	_	_	_	NEUT	VOC	SUP
adjective	_	NONE	_	_	_	NEUT	VOC	_
adjective	_	NONE	_	_	_	NONE	ACC	COMP
adjective	_	NONE	_	_	_	NONE	ACC	SUP
adjective	_	NONE	_	_	_	NONE	ACC	_
adjective	_	NONE	_	_	_	NONE	DAT	COMP
adjective	_	NONE	_	_	_	NONE	DAT	SUP
adjective	_	NONE	_	_	_	NONE	DAT	_
adjective	_	NONE	_	_	_	NONE	GEN	COMP
adjective	_	NONE	_	_	_	NONE	GEN	SUP
adjective	_	NONE	_	_	_	NONE	GEN	_
adjective	_	NONE	_	_	_	NONE	NOM	COMP
adjective	_	NONE	_	_	_	NONE	NOM	SUP
adjective	_	NONE	_	_	_	NONE	NOM	_
adjective	_	NONE	_	_	_	NONE	VOC	COMP
adjective	_	NONE	_	_	_	NONE	VOC	SUP
adjective	_	NONE	_	_	_	NONE	VOC	_
adverb	_	_	_	_	_	_	_	COMP
adverb	_	_	_	_	_	_	_	SUP
adverb	_	_	_	_	_	_	_	_
article	_	SG	_	_	_	FEM	ACC	_
article	_	SG	_	_	_	FEM	DAT	_
article	_	SG	_	_	_	FEM	GEN	_
article	_	SG	_	_	_	FEM	NOM	_
article	_	SG	_	_	_	FEM	VOC	_
article	_	SG	_	_	_	MASC	ACC	_
article	_	SG	_	_	_	MASC	DAT	_
article	_	SG	_	_	_	MASC	GEN	_
article	_	SG	_	_	_	MASC	NOM	_
article	_	SG	_	_	_	MASC	VOC	_
article	_	SG	_	_	_	NEUT	ACC	_
article	_	SG	_	_	_	NEUT	DAT	_
article	_	SG	_	_	_	NEUT	GEN	_
article	_	SG	_	_	_	NEUT	NOM	_
article	_	SG	_	_	_	NEUT	VOC	_
article	_	PL	_	_	_	FEM	ACC	_
article	_	PL	_	_	_	FEM	DAT	_
article	_	PL	_	_	_	FEM	GEN	_
article	_	PL	_	_	_	FEM	NOM	_
article	_	PL	_	_	_	FEM	VOC	_
article	_	PL	_	_	_	MASC	ACC	_
article	_	PL	_	_	_	MASC	DAT	_
article	_	PL	_	_	_	MASC	GEN	_
article	_	PL	_	_	_	MASC	NOM	_
article	_	PL	_	_	_	MASC	VOC	_
article	_	PL	_	_	_	NEUT	ACC	_
article	_	PL	_	_	_	NEUT	DAT	_
article	_	PL	_	_	_	NEUT	GEN	_
article	_	PL	_	_	_	NEUT	NOM	_
article	_	PL	_	_	_	NEUT	VOC	_
article	_	DUAL	_	_	_	FEM	ACC	_
article	_	DUAL	_	_	_	FEM	DAT	_
article	_	DUAL	_	_	_	FEM	GEN	_
article	_	DUAL	_	_	_	FEM	NOM	_
article	_	DUAL	_	_	_	FEM	VOC	_
article	_	DUAL	_	_	_	MASC	ACC	_
article	_	DUAL	_	_	_	MASC	DAT	_
article	_	DUAL	_	_	_	MASC	GEN	_
article	_	DUAL	_	_	_	MASC	NOM	_
article	_	DUAL	_	_	_	MASC	VOC	_
article	_	DUAL	_	_	_	NEUT	ACC	_
article	_	DUAL	_	_	_	NEUT	DAT	_
article	_	DUAL	_	_	_	NEUT	GEN	_
article	_	DUAL	_	_	_	NEUT	NOM	_
article	_	DUAL	_	_	_	NEUT	VOC	_
conjunction	_	_	_	_	_	_	_	_
coordinator	_	_	_	_	_	_	_	_
demonstrative	_	SG	_	_	_	FEM	ACC	_
demonstrative	_	SG	_	_	_	FEM	DAT	_
demonstrative	_	SG	_	_	_	FEM	GEN	_
demonstrative	_	SG	_	_	_	FEM	NOM	_
demonstrative	_	SG	_	_	_	FEM	VOC	_
demonstrative	_	SG	_	_	_	MASC	ACC	_
demonstrative	_	SG	_	_	_	MASC	DAT	_
demonstrative	_	SG	_	_	_	MASC	GEN	_
demonstrative	_	SG	_	_	_	MASC	NOM	_
demonstrative	_	SG	_	_	_	MASC	VOC	_
demonstrative	_	SG	_	_	_	NEUT	ACC	_
demonstrative	_	SG	_	_	_	NEUT	DAT	_
demonstrative	_	SG	_	_	_	NEUT	GEN	_
demonstrative	_	SG	_	_	_	NEUT	NOM	_
demonstrative	_	SG	_	_	_	NEUT	VOC	_
demonstrative	_	PL	_	_	_	FEM	ACC	_
demonstrative	_	PL	_	_	_	FEM	DAT	_
demonstrative	_	PL	_	_	_	FEM	GEN	_
demonstrative	_	PL	_	_	_	FEM	NOM	_
demonstrative	_	PL	_	_	_	FEM	VOC	_
demonstrative	_	PL	_	_	_	MASC	ACC	_
demonstrative	_	PL	_	_	_	MASC	DAT	_
demonstrative	_	PL	_	_	_	MASC	GEN	_
demonstrative	_	PL	_	_	_	MASC	NOM	_
demonstrative	_	PL	_	_	_	MASC	VOC	_
demonstrative	_	PL	_	_	_	NEUT	ACC	_
demonstrative	_	PL	_	_	_	NEUT	DAT	_
demonstrative	_	PL	_	_	_	NEUT	GEN	_
demonstrative	_	PL	_	_	_	NEUT	NOM	_
demonstrative	_	PL	_	_	_	NEUT	VOC	_
demonstrative	_	DUAL	_	_	_	FEM	ACC	_
demonstrative	_	DUAL	_	_	_	FEM	DAT	_
demonstrative	_	DUAL	_	_	_	FEM	GEN	_
demonstrative	_	DUAL	_	_	_	FEM	NOM	_
demonstrative	_	DUAL	_	_	_	FEM	VOC	_
demonstrative	_	DUAL	_	_	_	MASC	ACC	_
demonstrative	_	DUAL	_	_	_	MASC	DAT	_
demonstrative	_	DUAL	_	_	_	MASC	GEN	_
demonstrative	_	DUAL	_	_	_	MASC	NOM	_
demonstrative	_	DUAL	_	_	_	MASC	VOC	_
demonstrative	_	DUAL	_	_	_	NEUT	ACC	_
demonstrative	_	DUAL	_	_	_	NEUT	DAT	_
demonstrative	_	DUAL	_	_	_	NEUT	GEN	_
demonstrative	_	DUAL	_	_	_	NEUT	NOM	_
demonstrative	_	DUAL	_	_	_	NEUT	VOC	_
verb	1	SG	AOR	IND	ACT	_	_	_
verb	1	SG	AOR	IND	MID	_	_	_
verb	1	SG	AOR	IND	PASS	_	_	_
verb	1	SG	AOR	OPT	ACT	_	_	_
verb	1	SG	AOR	OPT	MID	_	_	_
verb	1	SG	AOR	OPT	PASS	_	_	_
verb	1	SG	AOR	SUBJ	ACT	_	_	_
verb	1	SG	AOR	SUBJ	MID	_	_	_
verb	1	SG	AOR	SUBJ	PASS	_	_	_
verb	1	SG	FUT	IND	ACT	_	_	_
verb	1	SG	FUT	IND	MID	_	_	_
verb	1	SG	FUT	IND	PASS	_	_	_
verb	1	SG	FUT	OPT	ACT	_	_	_
verb	1	SG	FUT	OPT	MID	_	_	_
verb	1	SG	FUT	OPT	PASS	_	_	_
verb	1	SG	FUTPF	IND	ACT	_	_	_
verb	1	SG	FUTPF	IND	MID	_	_	_
verb	1	SG	FUTPF	OPT	ACT	_	_	_
verb	1	SG	FUTPF	OPT	MID	_	_	_
verb	1	SG	IMPF	IND	ACT	_	_	_
verb	1	SG	IMPF	IND	MID	_	_	_
verb	1	SG	PF	IND	ACT	_	_	_
verb	1	SG	PF	IND	MID	_	_	_
verb	1	SG	PF	OPT	ACT	_	_	_
verb	1	SG	PF	OPT	MID	_	_	_
verb	1	SG	PF	SUBJ	ACT	_	_	_
verb	1	SG	PF	SUBJ	MID	_	_	_
verb	1	SG	PLUPF	IND	ACT	_	_	_
verb	1	SG	PLUPF	IND	MID	_	_	_
verb	1	SG	PLUPF	SUBJ	ACT	_	_	_
verb	1	SG	PLUPF	SUBJ	MID	_	_	_
verb	1	SG	PRES	IND	ACT	_	_	_
verb	1	SG	PRES	IND	MID	_	_	_
verb	1	SG	PRES	OPT	ACT	_	_	_
verb	1	SG	PRES	OPT	MID	_	_	_
verb	1	SG	PRES	SUBJ	ACT	_	_	_
verb	1	SG	PRES	SUBJ	MID	_	_	_
verb	1	PL	AOR	IND	ACT	_	_	_
verb	1	PL	AOR	IND	MID	_	_	_
verb	1	PL	AOR	IND	PASS	_	_	_
verb	1	PL	AOR	OPT	ACT	_	_	_
verb	1	PL	AOR	OPT	MID	_	_	_
verb	1	PL	AOR	OPT	PASS	_	_	_
verb	1	PL	AOR	SUBJ	ACT	_	_	_
verb	1	PL	AOR	SUBJ	MID	_	_	_
verb	1	PL	AOR	SUBJ	PASS	_	_	_
verb	1	PL	FUT	IND	ACT	_	_	_
verb	1	PL	FUT	IND	MID	_	_	_
verb	1	PL	FUT	IND	PASS	_	_	_
verb	1	PL	FUT	OPT	ACT	_	_	_
verb	1	PL	FUT	OPT	MID	_	_	_
verb	1	PL	FUT	OPT	PASS	_	_	_
verb	1	PL	FUTPF	IND	ACT	_	_	_
verb	1	PL	FUTPF	IND	MID	_	_	_
verb	1	PL	FUTPF	OPT	ACT	_	_	_
verb	1	PL	FUTPF	OPT	MID	_	_	_
verb	1	PL	IMPF	IND	ACT	_	_	_
verb	1	PL	IMPF	IND	MID	_	_	_
verb	1	PL	PF	IND	ACT	_	_	_
verb	1	PL	PF	IND	MID	_	_	_
verb	1	PL	PF	OPT	ACT	_	_	_
verb	1	PL	PF	OPT	MID	_	_	_
verb	1	PL	PF	SUBJ	ACT	_	_	_
verb	1	PL	PF	SUBJ	MID	_	_	_
verb	1	PL	PLUPF	IND	ACT	_	_	_
verb	1	PL	PLUPF	IND	MID	_	_	_
verb	1	PL	PLUPF	SUBJ	ACT	_	_	_
verb	1	PL	PLUPF	SUBJ	MID	_	_	_
verb	1	PL	PRES	IND	ACT	_	_	_
verb	1	PL	PRES	IND	MID	_	_	_
verb	1	PL	PRES	OPT	ACT	_	_	_
verb	1	PL	PRES	OPT	MID	_	_	_
verb	1	PL	PRES	SUBJ	ACT	_	_	_
verb	1	PL	PRES	SUBJ	MID	_	_	_
verb	1	DUAL	AOR	IND	ACT	_	_	_
verb	1	DUAL	AOR	IND	MID	_	_	_
verb	1	DUAL	AOR	IND	PASS	_	_	_
verb	1	DUAL	AOR	OPT	ACT	_	_	_
verb	1	DUAL	AOR	OPT	MID	_	_	_
verb	1	DUAL	AOR	OPT	PASS	_	_	_
verb	1	DUAL	AOR	SUBJ	ACT	_	_	_
verb	1	DUAL	AOR	SUBJ	MID	_	_	_
verb	1	DUAL	AOR	SUBJ	PASS	_	_	_
verb	1	DUAL	FUT	IND	ACT	_	_	_
verb	1	DUAL	FUT	IND	MID	_	_	_
verb	1	DUAL	FUT	IND	PASS	_	_	_
verb	1	DUAL	FUT	OPT	ACT	_	_	_
verb	1	DUAL	FUT	OPT	MID	_	_	_
verb	1	DUAL	FUT	OPT	PASS	_	_	_
verb	1	DUAL	FUTPF	IND	ACT	_	_	_
verb	1	DUAL	FUTPF	IND	MID	_	_	_
verb	1	DUAL	FUTPF	OPT	ACT	_	_	_
verb	1	DUAL	FUTPF	OPT	MID	_	_	_
verb	1	DUAL	IMPF	IND	ACT	_	_	_
verb	1	DUAL	IMPF	IND	MID	_	_	_
verb	1	DUAL	PF	IND	ACT	_	_	_
verb	1	DUAL	PF	IND	MID	_	_	_
verb	1	DUAL	PF	OPT	ACT	_	_	_
verb	1	DUAL	PF	OPT	MID	_	_	_
verb	1	DUAL	PF	SUBJ	ACT	_	_	_
verb	1	DUAL	PF	SUBJ	MID	_	_	_
verb	1	DUAL	PLUPF	IND	ACT	_	_	_
verb	1	DUAL	PLUPF	IND	MID	_	_	_
verb	1	DUAL	PLUPF	SUBJ	ACT	_	_	_
verb	1	DUAL	PLUPF	SUBJ	MID	_	_	_
verb	1	DUAL	PRES	IND	ACT	_	_	_
verb	1	DUAL	PRES	IND	MID	_	_	_
verb	1	DUAL	PRES	OPT	ACT	_	_	_
verb	1	DUAL	PRES	OPT	MID	_	_	_
verb	1	DUAL	PRES	SUBJ	ACT	_	_	_
verb	1	DUAL	PRES	SUBJ	MID	_	_	_
verb	2	SG	AOR	IMP	ACT	_	_	_
verb	2	SG	AOR	IMP	MID	_	_	_
verb	2	SG	AOR	IMP	PASS	_	_	_
verb	2	SG	AOR	IND	ACT	_	_	_
verb	2	SG	AOR	IND	MID	_	_	_
verb	2	SG	AOR	IND	PASS	_	_	_
verb	2	SG	AOR	OPT	ACT	_	_	_
verb	2	SG	AOR	OPT	MID	_	_	_
verb	2	SG	AOR	OPT	PASS	_	_	_
verb	2	SG	AOR	SUBJ	ACT	_	_	_
verb	2	SG	AOR	SUBJ	MID	_	_	_
verb	2	SG	AOR	SUBJ	PASS	_	_	_
verb	2	SG	FUT	IND	ACT	_	_	_
verb	2	SG	FUT	IND	MID	_	_	_
verb	2	SG	FUT	IND	PASS	_	_	_
verb	2	SG	FUT	OPT	ACT	_	_	_
verb	2	SG	FUT	OPT	MID	_	_	_
verb	2	SG	FUT	OPT	PASS	_	_	_
verb	2	SG	FUTPF	IND	ACT	_	_	_
verb	2	SG	FUTPF	IND	MID	_	_	_
verb	2	SG	FUTPF	OPT	ACT	_	_	_
verb	2	SG	FUTPF	OPT	MID	_	_	_
verb	2	SG	IMPF	IND	ACT	_	_	_
verb	2	SG	IMPF	IND	MID	_	_	_
verb	2	SG	PF	IMP	ACT	_	_	_
verb	2	SG	PF	IMP	MID	_	_	_
verb	2	SG	PF	IND	ACT	_	_	_
verb	2	SG	PF	IND	MID	_	_	_
verb	2	SG	PF	OPT	ACT	_	_	_
verb	2	SG	PF	OPT	MID	_	_	_
verb	2	SG	PF	SUBJ	ACT	_	_	_
verb	2	SG	PF	SUBJ	MID	_	_	_
verb	2	SG	PLUPF	IMP	ACT	_	_	_
verb	2	SG	PLUPF	IMP	MID	_	_	_
verb	2	SG	PLUPF	IND	ACT	_	_	_
verb	2	SG	PLUPF	IND	MID	_	_	_
verb	2	SG	PLUPF	SUBJ	ACT	_	_	_
verb	2	SG	PLUPF	SUBJ	MID	_	_	_
verb	2	SG	PRES	IMP	ACT	_	_	_
verb	2	SG	PRES	IMP	MID	_	_	_
verb	2	SG	PRES	IND	ACT	_	_	_
verb	2	SG	PRES	IND	MID	_	_	_
verb	2	SG	PRES	OPT	ACT	_	_	_
verb	2	SG	PRES	OPT	MID	_	_	_
verb	2	SG	PRES	SUBJ	ACT	_	_	_
verb	2	SG	PRES	SUBJ	MID	_	_	_
verb	2	PL	AOR	IMP	ACT	_	_	_
verb	2	PL	AOR	IMP	MID	_	_	_
verb	2	PL	AOR	IMP	PASS	_	_	_
verb	2	PL	AOR	IND	ACT	_	_	_
verb	2	PL	AOR	IND	MID	_	_	_
verb	2	PL	AOR	IND	PASS	_	_	_
verb	2	PL	AOR	OPT	ACT	_	_	_
verb	2	PL	AOR	OPT	MID	_	_	_
verb	2	PL	AOR	OPT	PASS	_	_	_
verb	2	PL	AOR	SUBJ	ACT	_	_	_
verb	2	PL	AOR	SUBJ	MID	_	_	_
verb	2	PL	AOR	SUBJ	PASS	_	_	_
verb	2	PL	FUT	IND	ACT	_	_	_
verb	2	PL	FUT	IND	MID	_	_	_
verb	2	PL	FUT	IND	PASS	_	_	_
verb	2	PL	FUT	OPT	ACT	_	_	_
verb	2	PL	FUT	OPT	MID	_	_	_
verb	2	PL	FUT	OPT	PASS	_	_	_
verb	2	PL	FUTPF	IND	ACT	_	_	_
verb	2	PL	FUTPF	IND	MID	_	_	_
verb	2	PL	FUTPF	OPT	ACT	_	_	_
verb	2	PL	FUTPF	OPT	MID	_	_	_
verb	2	PL	IMPF	IND	ACT	_	_	_
verb	2	PL	IMPF	IND	MID	_	_	_
verb	2	PL	PF	IMP	ACT	_	_	_
verb	2	PL	PF	IMP	MID	_	_	_
verb	2	PL	PF	IND	ACT	_	_	_
verb	2	PL	PF	IND	MID	_	_	_
verb	2	PL	PF	OPT	ACT	_	_	_
verb	2	PL	PF	OPT	MID	_	_	_
